"","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG07A","MSBG07B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG12A","MSBG12B","MSBG13A","MSBM14","MSBM15","MSBM16A","MSBM17A","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","TOTWGT","AtRisk"
"1134",1,1,4,4,1,2,1,1,1,1,1,1,7,3,5,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,0,60,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,3,3,4,1,1,1,1,3,3,2,1,2,1,3,1,4,1,2,2,2,1,1,2,2,3,2,4,4,4,4,4,3,4,4,125.654974,"0"
"1135",2,1,4,4,2,2,1,1,1,1,1,1,2,3,5,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,65,30,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,4,1,1,1,2,4,2,2,1,3,1,3,1,2,2,2,2,2,1,1,1,2,2,2,4,4,4,4,4,4,4,4,125.654974,"0"
"1136",1,1,4,5,1,2,1,1,1,1,1,2,8,8,5,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,300,0,1,2,2,1,1,1,3,1,3,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,1,2,4,2,3,2,2,3,3,3,2,1,1,2,1,4,1,1,1,2,1,1,1,1,1,2,1,2,3,3,4,4,4,4,4,4,125.654974,"0"
"1137",1,3,3,3,1,2,1,1,2,1,2,2,6,8,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,420,50,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,4,2,1,4,1,1,1,2,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,125.654974,"0"
"1138",2,1,5,3,1,2,1,2,1,1,1,2,6,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,325,150,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,3,1,4,4,4,2,4,2,4,3,2,4,2,2,1,1,2,1,3,2,1,1,1,1,1,1,1,1,2,3,4,3,4,4,3,4,4,125.654974,"0"
"1139",2,1,3,4,2,2,1,1,1,1,2,2,5,5,4,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,700,0,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,3,3,1,3,3,3,3,1,4,1,1,3,1,3,1,1,1,4,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,125.654974,"1"
"1140",2,1,4,4,1,2,1,1,1,1,1,1,5,6,5,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,300,200,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,3,2,1,2,3,3,2,1,1,2,1,4,1,2,1,1,1,2,1,1,1,2,2,2,3,4,4,4,3,4,4,3,206.171753,"0"
"1141",2,1,5,5,2,2,1,1,1,1,1,1,7,8,6,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,325,120,2,2,1,1,2,2,3,2,1,1,1,2,3,3,1,1,1,2,1,2,2,1,1,1,1,3,2,1,3,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,3,3,125.654974,"0"
"1142",2,1,3,4,1,2,1,1,1,1,1,2,9,9,4,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,4,4,4,3,4,4,4,4,125.654974,"1"
"1143",1,1,3,5,1,1,1,1,1,1,1,1,6,6,5,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,350,175,2,2,3,2,4,4,4,4,3,3,2,2,2,3,3,3,1,2,2,2,2,1,1,4,2,2,4,3,3,3,2,3,2,3,4,3,2,2,2,3,2,3,2,4,3,4,3,3,4,4,2,3,3,3,3,3,4,4,3,4,125.654974,"0"
"1144",1,1,2,5,2,2,1,2,1,1,1,1,5,6,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,360,60,2,2,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,2,2,4,3,2,3,3,3,4,2,4,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,125.654974,"1"
"1145",2,1,5,5,1,2,2,1,1,1,1,2,6,8,5,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,300,150,2,2,1,1,1,2,2,1,1,1,1,1,2,3,1,1,2,2,2,1,2,2,1,2,1,4,3,2,4,2,1,2,3,4,2,2,1,3,2,3,1,3,3,2,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,206.171753,"0"
"1146",2,1,3,4,1,1,1,1,1,1,1,1,6,5,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,325,60,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3,3,3,3,2,2,2,3,3,2,1,3,1,3,2,2,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,4,4,4,125.654974,"1"
"1147",2,2,4,4,1,2,1,1,1,1,1,1,7,7,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,4,2,1,1,3,4,2,1,1,3,1,3,1,2,2,2,2,2,2,1,3,1,2,3,1,2,4,4,4,4,4,4,125.654974,"0"
"1148",2,1,1,3,1,2,1,2,2,1,2,2,5,8,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,392,160,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,3,3,2,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,221.157534,"0"
"1149",1,3,2,2,1,2,1,1,1,1,2,2,6,9,5,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,45,150,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,3,4,3,3,2,1,3,2,3,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,190.44121,"1"
"1150",2,1,4,3,1,2,1,1,1,1,1,2,6,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,300,300,2,2,3,1,3,1,3,3,3,4,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,3,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,3,3,4,4,1,4,3,1,4,1,4,4,4,4,4,4,4,190.44121,"0"
"1151",1,2,2,4,1,2,1,1,2,1,1,2,6,2,4,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,300,300,2,2,3,2,3,3,2,3,2,3,2,2,3,3,2,4,1,2,2,2,2,1,1,1,1,2,2,2,1,3,3,3,4,2,3,2,1,3,1,3,1,2,1,2,1,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,190.44121,"1"
"1152",2,3,3,3,2,2,1,1,2,2,1,2,2,1,5,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,275,50,1,2,2,2,3,2,2,2,2,2,1,3,2,1,2,2,1,1,1,1,2,1,1,1,2,2,3,2,3,3,2,2,1,4,4,1,1,3,1,4,1,1,1,2,1,1,1,2,1,1,2,2,1,4,3,4,3,4,4,4,190.44121,"1"
"1153",1,2,1,4,1,1,1,2,1,1,1,1,3,3,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,4,3,4,4,4,3,4,4,4,3,4,4,2,4,1,1,1,2,2,2,2,2,1,2,2,1,3,3,3,3,4,3,4,2,1,3,1,3,1,2,1,2,2,1,2,3,1,2,1,3,3,4,3,4,4,4,4,4,190.44121,"1"
"1154",2,2,3,4,1,2,1,2,1,1,1,2,5,2,6,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,300,100,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,4,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,190.44121,"1"
"1155",1,1,3,3,1,2,1,2,1,1,1,2,6,7,4,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,4,4,1,4,4,4,4,1,4,1,1,1,1,4,1,4,1,3,1,3,2,2,2,3,1,1,4,4,4,4,4,4,4,4,190.44121,"1"
"1156",1,2,3,3,1,2,1,1,2,1,2,2,2,1,5,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,300,100,1,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,2,2,1,2,2,1,1,2,1,2,3,2,3,2,2,3,2,3,3,1,1,2,2,4,1,2,1,2,2,1,1,2,2,1,2,2,4,4,4,4,4,4,4,4,190.44121,"1"
"1157",1,2,2,3,2,1,2,2,1,2,2,2,9,9,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,300,110,2,2,4,2,4,4,3,2,4,4,4,4,4,3,2,4,2,2,2,1,2,2,2,4,4,4,4,4,1,4,4,4,4,4,4,2,1,3,1,1,1,2,1,2,1,1,3,2,1,1,2,2,3,4,3,4,4,3,3,4,190.44121,"1"
"1158",1,2,3,4,2,2,1,1,1,1,1,2,1,2,6,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,250,0,2,2,4,4,4,2,2,4,4,4,4,4,4,3,3,4,1,1,1,1,1,2,2,4,2,1,4,4,1,4,2,4,4,1,4,4,2,3,2,1,1,4,2,2,2,3,2,3,3,2,3,2,4,4,3,4,4,4,4,4,190.44121,"1"
"1159",2,3,5,2,2,2,2,2,2,2,1,2,3,6,5,1,1,2,1,2,2,2,1,2,2,1,1,1,3,1,1,300,150,2,2,3,4,4,1,3,4,2,4,2,3,4,4,4,4,2,2,2,2,2,2,2,3,1,3,2,1,2,1,1,2,2,4,2,1,1,4,1,4,1,2,1,4,4,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,190.44121,"1"
"1160",1,1,5,5,1,1,1,1,1,1,1,1,6,6,6,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,300,180,2,1,2,2,2,3,3,2,2,2,2,1,3,3,1,2,2,2,1,2,2,1,1,3,2,1,4,4,2,3,2,4,4,1,3,2,2,1,1,2,1,2,2,4,2,2,2,2,2,2,2,2,4,4,4,3,4,4,4,4,190.44121,"0"
"1161",2,3,1,2,2,2,1,2,2,2,1,2,9,9,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,250,0,2,2,3,2,4,3,2,3,3,3,3,2,3,3,2,4,2,1,2,2,2,1,1,2,2,3,3,3,3,2,2,2,3,3,3,2,2,2,2,3,2,2,3,4,3,3,1,2,3,2,2,2,4,3,3,4,4,4,4,4,190.44121,"1"
"1162",1,2,4,4,1,2,1,1,2,2,2,2,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,300,450,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,3,1,1,3,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,221.157534,"0"
"1163",1,1,4,3,1,2,1,1,1,1,1,2,7,7,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,220,20,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,3,2,2,3,3,2,3,2,3,3,3,2,1,1,3,1,3,2,2,1,2,1,1,1,1,2,2,1,2,4,4,4,4,4,4,4,4,282.701543,"0"
"1164",1,1,5,4,2,2,1,1,1,2,1,2,6,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,225,150,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,1,4,2,1,2,3,1,3,1,2,1,1,1,1,1,2,1,1,2,3,4,4,4,4,4,4,4,4,282.701543,"0"
"1165",2,2,2,3,1,2,2,1,1,1,1,2,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,225,0,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,2,4,1,1,1,1,3,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,282.701543,"1"
"1166",2,1,4,5,1,2,1,1,1,1,1,1,6,6,4,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,220,60,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,3,2,4,2,1,1,2,4,2,1,1,3,2,4,2,2,1,2,2,2,1,2,2,2,2,3,4,4,4,4,3,3,3,4,282.701543,"0"
"1167",2,1,5,5,1,2,1,1,1,1,1,2,6,6,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,229,30,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,3,2,4,3,1,2,1,1,4,3,2,2,3,1,4,1,2,1,4,1,3,2,2,4,3,2,3,4,3,4,4,4,4,4,4,282.701543,"0"
"1168",1,1,5,5,1,2,1,1,1,1,1,2,7,6,5,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,225,10,2,2,2,1,2,2,3,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,3,2,1,3,3,2,3,1,1,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,122.692979,"0"
"1169",1,1,4,4,1,2,1,1,1,1,1,2,6,3,4,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,225,50,1,2,3,1,3,4,4,3,4,4,4,4,4,4,2,4,1,1,1,1,2,2,1,3,1,1,4,4,1,4,4,4,4,1,4,3,3,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,122.692979,"1"
"1170",2,1,4,4,1,2,1,1,1,1,1,2,6,5,5,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,460,300,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,1,4,1,1,2,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,122.692979,"0"
"1171",1,1,3,5,1,1,1,1,1,2,2,2,6,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,450,100,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,4,2,3,4,1,1,1,1,4,1,1,2,4,1,4,1,1,1,1,2,2,2,4,2,3,2,2,4,4,4,4,4,4,4,4,122.692979,"0"
"1172",1,1,3,4,1,1,1,1,1,1,1,2,3,7,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,450,300,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,4,1,4,1,1,1,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,153.366224,"1"
"1173",2,1,5,4,2,1,1,1,1,2,1,1,5,5,5,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,450,200,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,4,1,1,1,1,4,2,1,1,4,1,4,1,1,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,153.366224,"0"
"1174",2,3,5,3,1,1,1,1,1,1,1,1,5,3,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,90,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,4,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,122.692979,"0"
"1175",1,1,5,3,2,1,1,1,1,1,1,1,8,8,6,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,225,50,1,2,2,2,2,3,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,4,3,1,4,2,2,2,3,4,4,2,2,2,2,2,2,3,2,1,1,2,2,3,2,2,3,2,2,3,4,3,3,4,4,4,4,4,122.692979,"0"
"1176",1,2,2,5,1,2,1,1,1,1,1,2,6,6,5,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,225,60,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,2,2,3,2,2,2,3,2,3,2,2,2,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,153.366224,"0"
"1177",2,1,5,3,2,1,1,1,1,1,1,1,6,6,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,450,100,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,3,2,2,4,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3,2,2,2,3,3,1,2,3,3,3,4,4,4,4,4,4,122.692979,"0"
"1178",1,1,5,4,2,2,2,1,1,1,1,2,6,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,460,150,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,4,3,1,4,2,2,3,4,3,2,4,4,3,4,4,122.692979,"0"
"1179",2,1,4,5,1,2,1,1,1,2,2,2,7,6,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,220,50,2,2,2,2,2,2,3,2,2,2,3,2,3,3,1,2,1,2,2,2,2,1,1,3,2,2,4,3,2,3,2,4,3,2,4,2,1,1,1,3,1,2,2,2,1,1,1,2,3,3,2,3,4,4,4,4,4,4,4,4,122.692979,"1"
"1180",2,1,3,4,2,2,1,1,1,1,1,2,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,46,30,2,2,3,3,4,4,4,3,3,3,3,2,3,2,2,3,1,2,1,1,1,1,1,4,2,1,4,4,1,3,3,4,4,2,3,4,3,1,2,1,1,2,3,3,2,2,2,2,2,3,2,2,4,4,4,3,4,4,4,4,122.692979,"0"
"1181",1,1,3,4,1,2,1,1,1,1,1,2,3,6,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,225,50,1,2,1,1,2,3,4,3,4,2,1,1,2,4,1,4,1,1,2,2,2,2,2,4,1,2,4,4,4,4,3,4,4,1,4,2,1,1,4,1,1,3,4,1,1,1,1,1,2,1,2,2,3,4,4,4,4,4,4,4,122.692979,"1"
"1182",1,2,5,4,1,2,1,1,1,1,2,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,450,0,2,1,2,1,2,2,2,2,1,2,2,2,3,2,2,3,2,2,1,1,1,1,1,2,2,2,3,3,2,3,2,1,2,3,2,2,1,3,1,4,1,1,1,2,2,3,2,1,3,2,2,2,2,4,1,3,4,4,4,4,153.366224,"0"
"1183",2,1,3,5,1,1,1,1,1,1,1,2,3,3,5,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,230,60,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,4,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,153.366224,"0"
"1184",1,2,2,3,2,2,1,2,1,2,2,2,6,3,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,225,50,2,2,2,2,2,3,1,2,1,2,4,2,3,4,1,4,1,2,2,1,2,1,1,3,1,1,4,3,1,3,2,3,2,3,3,2,1,3,2,3,1,2,2,2,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,4,330.876484,"0"
"1185",2,1,5,5,1,1,1,2,2,1,1,2,6,6,6,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,225,60,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,4,3,2,4,1,1,1,1,4,2,1,1,4,2,4,1,1,1,2,2,2,2,2,2,1,2,2,4,3,4,4,4,3,4,4,330.876484,"0"
"1186",2,2,2,5,1,1,1,1,1,1,1,2,3,3,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,225,120,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,2,2,3,2,1,1,1,4,1,1,1,4,1,4,2,2,1,1,2,2,2,2,1,2,2,2,3,4,4,4,4,4,4,4,330.876484,"0"
"1187",1,3,2,4,1,1,1,1,2,1,1,2,3,3,5,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1230,500,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,3,4,4,4,4,450.622259,"0"
"1188",1,2,2,4,2,2,1,1,2,1,2,2,1,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,215,75,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,3,1,2,3,2,3,2,2,4,4,2,3,2,1,1,3,2,1,2,4,1,1,1,1,1,1,1,2,1,4,4,4,3,4,4,4,4,330.876484,"0"
"1189",2,3,1,3,1,2,1,2,2,1,2,2,3,6,5,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,200,0,2,1,1,1,2,2,3,2,1,2,1,3,3,2,1,2,1,1,2,2,2,1,1,2,2,2,3,2,3,2,2,1,1,3,2,2,2,4,1,4,1,2,1,2,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,450.622259,"0"
"1190",1,3,3,3,1,2,1,1,2,1,1,2,3,1,5,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,222,120,2,2,2,1,2,2,2,3,2,3,1,2,1,3,1,3,2,1,1,1,1,1,1,2,1,2,2,2,3,2,2,1,1,4,1,1,2,2,2,3,1,2,2,2,1,2,2,2,3,2,1,2,3,3,3,3,4,4,4,4,330.876484,"0"
"1191",2,1,5,4,1,1,2,2,1,2,1,2,5,5,6,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,225,20,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,3,2,2,1,1,1,1,3,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,4,4,4,450.622259,"0"
"1192",2,1,3,2,1,2,1,2,1,1,1,2,5,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,225,60,2,2,2,1,2,2,3,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,3,3,2,3,3,2,2,1,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,330.876484,"0"
"1193",2,2,3,5,1,1,1,1,2,1,2,2,9,9,5,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,225,150,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,2,3,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,330.876484,"0"
"1194",1,1,3,3,2,2,1,2,2,2,2,2,2,9,5,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,300,150,2,2,1,1,2,1,1,2,2,1,1,1,3,1,1,2,2,2,2,2,2,1,2,2,1,3,2,2,3,1,2,1,2,4,2,1,1,3,1,3,4,1,1,1,3,2,2,2,1,1,2,2,2,4,2,2,4,4,4,4,113.926851,"1"
"1195",2,1,1,4,2,2,1,1,1,1,1,2,3,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,300,0,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,4,2,3,2,2,4,4,2,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,4,4,4,4,4,4,4,4,113.926851,"1"
"1196",2,1,2,4,1,2,1,2,2,1,1,2,3,3,5,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,50,30,1,2,2,2,2,3,4,3,2,2,1,1,3,2,1,3,2,2,2,2,2,2,2,4,3,2,3,2,4,3,2,3,4,1,3,2,2,3,1,2,1,1,1,2,2,3,1,2,2,2,3,2,4,4,4,4,4,4,4,4,113.926851,"1"
"1197",2,1,5,5,1,1,1,2,1,2,1,2,8,8,6,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,300,0,2,2,1,1,3,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,3,1,2,3,2,3,2,2,2,1,3,3,1,1,3,1,3,1,1,1,1,2,1,1,1,2,3,2,1,1,4,2,3,4,4,4,4,113.926851,"1"
"1198",1,2,2,4,1,1,1,1,1,2,1,2,1,1,6,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,300,60,1,2,2,1,2,2,2,2,1,2,1,1,3,2,1,3,1,2,2,1,2,1,1,2,1,1,4,2,2,2,2,1,1,2,2,1,1,4,1,4,1,1,1,1,1,1,2,1,1,2,2,2,3,4,4,4,4,4,4,4,113.926851,"1"
"1199",1,1,2,4,2,1,1,1,2,2,1,2,3,9,4,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,300,150,1,2,2,2,3,3,1,2,1,1,1,1,2,4,1,3,1,1,1,1,1,2,2,2,1,2,3,3,2,3,2,4,4,2,3,2,1,2,2,3,1,2,3,1,1,2,1,2,2,1,2,2,4,4,2,4,3,4,4,3,113.926851,"1"
"1200",2,3,1,3,2,2,1,1,1,1,2,2,2,2,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,65,0,1,2,3,2,4,3,4,3,3,3,3,3,4,4,2,4,2,1,2,1,2,2,2,2,2,2,4,3,2,2,3,3,2,2,4,2,1,2,2,1,1,3,1,2,1,1,3,2,2,2,3,2,4,4,4,4,4,4,4,4,113.926851,"1"
