"","IDCNTRY","IDBOOK","IDSCHOOL","IDCLASS","IDSTUD","IDGRADE","ITSEX","ITADMINI","ITLANG","MSBG01","MSBG03","MSBG04","MSBG05","MSBG06A","MSBG06B","MSBG06C","MSBG06D","MSBG06E","MSBG06F","MSBG06G","MSBG06H","MSBG06I","MSBG06J","MSBG07A","MSBG07B","MSBG08A","MSBG08B","MSBG09","MSBG10A","MSBG10B","MSBG10C","MSBG10D","MSBG10E","MSBG10F","MSBG10G","MSBG10H","MSBG10I","MSBG10J","MSBG10K","MSBG10L","MSBG10M","MSBG11A","MSBG11B","MSBG11C","MSBG11D","MSBG11E","MSBG11F","MSBG11G","MSBG11H","MSBG11I","MSBG12A","MSBG12B","MSBG13A","MSBG13B","MSBM14","MSBM15","MSBM16A","MSBM16B","MSBM17A","MSBM17BA","MSBM17BB","MSBM17BC","MSBM17C","MSBM18A","MSBM18B","MSBM18C","MSBM18D","MSBM18E","MSBM18F","MSBM18G","MSBM18H","MSBM18I","MSBM18J","MSBM18K","MSBM18L","MSBM18M","MSBM18N","MSBM18O","MSBM19A","MSBM19B","MSBM19C","MSBM19D","MSBM19E","MSBM19F","MSBM19G","MSBM20A","MSBM20B","MSBM20C","MSBM20D","MSBM20E","MSBM20F","MSBM20G","MSBM20H","MSBM20I","MSBM20J","MSBM20K","MSBM20L","MSBM21A","MSBM21B","MSBM21C","MSBM21D","MSBM21E","MSBM21F","MSBM21G","MSBM21H","MSBM21I","MSBM22A","MSBM22B","MSBM22C","MSBM22D","MSBM22E","MSBM22F","MSBM22G","MSBM22H","MSBM22I","MSBM23A","MSBM23B","MSBM23C","MSBM23D","MSBM23E","MSBM23F","MSBM23G","MSBM23H","ITACCOMM1","IDPOP","IDGRADER","MSDAGE","TOTWGT","HOUWGT","SENWGT","WGTADJ1","WGTADJ2","WGTADJ3","WGTFAC1","WGTFAC2","WGTFAC3","JKZONE","JKREP","MSMMAT01","MSMMAT02","MSMMAT03","MSMMAT04","MSMMAT05","MSMALG01","MSMALG02","MSMALG03","MSMALG04","MSMALG05","MSMCAL01","MSMCAL02","MSMCAL03","MSMCAL04","MSMCAL05","MSMGEO01","MSMGEO02","MSMGEO03","MSMGEO04","MSMGEO05","MSMKNO01","MSMKNO02","MSMKNO03","MSMKNO04","MSMKNO05","MSMAPP01","MSMAPP02","MSMAPP03","MSMAPP04","MSMAPP05","MSMREA01","MSMREA02","MSMREA03","MSMREA04","MSMREA05","MSMIBM01","MSMIBM02","MSMIBM03","MSMIBM04","MSMIBM05","MSBGHER","MSDGHER","MSBGEML","MSDGEML","MSBGSLM","MSDGSLM","MSBGSVM","MSDGSVM","MSBGSSB","MSDGSSB","MSDG06S","MSDGEDUP","MSDGOCCP","VERSION"
"1252",840,2,107,10701,1070116,12,1,1,1,1,3,3,3,1,2,1,1,2,1,2,2,NA,NA,6,8,NA,10,6,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,1,2,2,2,1,420,50,2,NA,2,NA,NA,NA,NA,2,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,4,2,1,4,1,1,1,2,4,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,0,3,2,18.08,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,566.75886,616.433,597.60566,584.10408,603.51821,614.47494,595.76018,601.01524,565.0776,582.29137,628.36832,588.48014,615.91648,587.31028,640.45355,563.20976,526.22899,501.08629,506.60868,552.26324,592.78795,584.04662,546.48758,591.78248,616.46045,614.50533,563.72513,580.54039,579.44065,587.92441,648.82814,558.62792,571.87087,568.94222,578.71621,3,3,3,3,3,10.07874,2,11.29738,1,12.23465,1,15.09728,1,11.66983,1,1,1,1,4
"1253",840,3,107,10701,1070117,12,2,1,1,2,1,5,3,1,2,1,2,1,1,1,2,NA,NA,6,3,4,NA,4,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,3,3,3,3,3,1,1,1,1,NA,325,150,2,NA,2,NA,NA,NA,NA,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,3,1,4,4,4,2,4,2,4,3,2,4,2,2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,2,3,4,3,4,4,3,4,4,0,3,2,18.5,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,539.06631,525.16625,490.53857,530.80231,557.85105,483.12794,529.77459,475.05955,535.80584,493.63869,543.44271,619.02452,517.78926,598.07598,561.24304,435.18406,499.03393,458.07096,485.08713,487.59203,476.55823,473.62434,567.00451,491.95833,448.92138,522.00461,475.67235,526.42522,475.64677,460.62016,525.96266,513.23433,576.83896,501.27739,517.00004,2,2,2,2,3,10.73945,2,10.97836,1,7.87192,3,9.00052,2,12.45741,1,2,1,3,4
"1254",840,4,107,10701,1070118,12,2,1,1,2,1,3,4,2,2,1,1,1,1,2,2,NA,NA,5,5,8,NA,4,2,1,1,2,2,2,2,1,2,1,2,1,2,3,3,3,2,3,3,3,3,3,1,1,1,NA,700,0,1,NA,2,NA,NA,NA,NA,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,3,3,1,3,3,3,3,1,4,1,1,3,1,1,3,1,1,1,4,1,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,0,3,2,18.08,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,311.09205,355.553,316.04578,332.35402,345.7322,356.90824,328.5447,392.17799,382.20224,340.99063,373.91824,341.01762,455.46162,378.85628,345.44563,336.51637,282.02242,372.68365,321.7594,246.12969,258.6554,322.42642,344.39459,357.08157,386.02645,285.97592,362.65404,411.00976,400.6506,356.39213,303.5084,335.93665,417.21904,362.96399,354.66772,1,1,1,1,1,7.93623,2,11.67448,1,7.66218,3,12.24486,1,7.02747,3,1,2,5,4
"1255",840,5,107,10701,1070119,12,2,1,1,2,1,4,4,1,2,1,1,1,1,1,1,NA,NA,5,6,9,3,5,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3,3,1,2,3,1,1,1,1,NA,300,200,2,NA,2,NA,NA,NA,NA,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,3,2,1,2,3,3,2,1,1,2,2,1,4,1,2,1,1,1,2,1,1,1,2,2,2,3,4,4,4,3,4,4,3,0,3,2,18.5,206.171753,1.28649,0.217754,1.23913,1,1.090909,23.464441,1,6.5,69,1,524.85124,492.94371,502.78641,519.77183,531.00187,525.43628,548.37605,498.04961,507.23452,511.37188,558.75507,583.14667,508.75338,545.25906,518.02166,482.61686,498.7695,485.84884,506.20414,529.27113,489.29503,478.65496,533.91059,526.94402,580.54238,503.89268,472.4184,467.7188,526.31672,570.17441,503.7935,481.2447,494.42453,490.76931,511.48379,2,2,2,2,2,11.62325,1,12.15065,1,10.2457,2,11.07036,1,10.62626,1,2,1,1,4
"1256",840,6,107,10701,1070120,12,2,1,1,2,1,5,5,2,2,1,1,1,1,1,1,NA,NA,7,8,NA,10,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,3,3,3,1,2,1,1,1,NA,325,120,2,NA,2,NA,NA,NA,NA,1,1,2,2,2,3,2,1,1,1,2,3,3,1,1,1,2,1,2,2,1,1,1,1,3,2,1,3,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,3,3,0,3,2,18.33,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,546.18614,512.53463,512.61795,532.91028,555.03541,581.93026,537.25782,555.17882,534.08321,552.42379,590.76018,582.29225,596.43917,574.24508,531.38158,532.70836,527.41525,519.05538,516.78071,519.09193,563.5898,562.28878,551.52029,570.15603,600.45894,559.35099,564.4132,524.24643,509.2102,529.44029,575.06524,562.97644,561.42477,540.50143,538.39168,2,2,2,2,3,13.29245,1,9.57837,2,13.16494,1,15.09728,1,11.66983,1,2,1,1,4
"1257",840,2,107,10701,1070122,12,2,1,1,2,1,3,4,1,2,1,1,1,1,1,2,NA,NA,9,9,NA,NA,4,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,0,0,1,8,2,NA,NA,NA,NA,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,4,4,4,3,4,4,4,4,0,3,2,18,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,321.39603,389.49967,379.86106,317.25431,322.2214,311.39665,355.45303,205.82772,272.49304,334.95569,347.97651,397.33285,223.8553,302.35983,344.51217,362.75289,389.49873,310.93764,305.70194,340.83422,397.47558,334.06618,310.06426,343.24184,303.42437,351.30109,337.6748,310.25626,318.60664,290.20893,396.03149,398.41914,310.03672,411.63336,372.96482,1,1,1,1,1,9.53386,2,7.75182,3,9.61793,2,8.73231,2,7.65463,3,2,6,NA,4
"1258",840,3,107,10701,1070123,12,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,NA,NA,6,6,10,NA,5,1,2,2,2,2,2,2,1,1,1,2,2,2,NA,NA,NA,1,NA,NA,NA,2,1,1,1,1,NA,350,175,2,NA,2,NA,NA,NA,NA,3,2,4,4,4,4,4,3,3,2,2,2,3,3,3,1,2,2,2,2,1,1,4,2,2,4,3,3,3,2,3,2,3,4,3,2,2,2,2,3,2,3,2,4,3,4,3,3,4,4,2,3,3,3,3,3,4,4,3,4,0,3,2,17.75,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,452.32405,446.15878,432.01066,389.57395,432.58517,397.28619,405.86741,419.68427,467.64445,397.41303,455.35859,413.49301,458.67857,554.84612,467.83136,344.44682,408.81946,378.08832,446.05753,382.10114,383.87277,419.81981,421.32413,398.98546,388.42835,469.66946,529.28415,452.04227,434.72689,429.95249,430.46097,486.08857,437.4226,453.11974,438.5305,1,1,1,1,1,10.73945,2,6.73753,3,8.27223,3,8.4744,2,6.14726,3,2,1,1,4
"1259",840,4,107,10701,1070124,12,1,1,1,1,1,2,5,2,2,1,2,1,1,1,1,NA,NA,5,6,9,NA,4,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,2,3,3,3,2,1,1,1,NA,360,60,2,NA,2,NA,NA,NA,NA,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,3,2,2,4,3,2,3,3,3,4,2,4,3,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0,3,2,18.25,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,335.10508,369.8563,346.30936,340.239,400.05276,341.19441,358.10768,369.4508,474.09856,425.66749,372.02847,380.21119,435.6509,479.30918,439.50928,409.71512,426.11291,406.99268,506.08825,442.88966,328.71474,242.20222,436.84211,403.45714,339.13459,346.50435,277.5018,430.4453,411.58418,334.20809,332.90143,263.35804,417.47899,413.45621,343.92502,1,1,1,1,1,10.07874,2,10.69789,1,7.44367,3,8.4744,2,8.59861,2,2,1,1,4
"1260",840,5,107,10701,1070125,12,2,1,1,2,1,5,5,1,2,2,1,1,1,1,2,NA,NA,6,8,9,4,5,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,3,2,1,1,2,3,2,1,1,1,NA,300,150,2,NA,2,NA,NA,NA,NA,1,1,1,2,1,2,1,1,1,1,1,2,3,1,1,2,2,2,1,2,2,1,2,1,4,3,2,4,2,1,2,3,4,2,2,1,3,1,2,3,1,3,3,2,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,0,3,2,17.75,206.171753,1.28649,0.217754,1.23913,1,1.090909,23.464441,1,6.5,69,1,649.57978,692.87114,647.0017,639.32062,577.54327,644.39065,595.63938,654.22669,604.18573,628.07719,668.65512,628.05464,673.55552,628.99525,616.75532,628.07089,564.63743,595.38594,564.25752,567.47204,617.23378,671.09937,683.05812,699.79001,725.3532,570.43752,611.35956,638.48803,608.81025,674.86076,584.59003,616.36076,660.78798,602.46487,629.65225,4,4,4,4,3,13.29245,1,10.97836,1,10.96623,2,9.5793,2,10.62626,1,2,1,1,4
"1261",840,6,107,10701,1070126,12,2,1,1,2,1,3,4,1,1,1,1,1,1,1,1,NA,NA,6,5,9,NA,4,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,3,3,3,3,3,1,1,1,NA,325,60,1,1200,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3,3,3,3,2,2,2,3,3,2,1,3,2,1,3,2,2,2,2,2,2,1,1,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,18.33,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,391.38172,400.37911,374.01669,460.22138,405.29643,436.18006,348.30845,385.21118,408.84363,354.36548,469.40886,403.55728,391.02834,439.2186,379.92638,436.16772,332.64511,347.45403,382.79042,330.23227,415.63964,382.79255,379.11548,358.01037,430.18182,407.34676,390.90775,419.34504,355.14023,408.94752,438.23981,392.07433,435.38824,360.04052,417.46298,1,1,1,1,1,10.73945,2,14.19398,1,9.22759,2,9.89879,2,9.49135,2,2,1,1,4
"1262",840,2,107,10701,1070128,12,2,1,1,2,2,4,4,1,2,1,1,1,1,1,1,NA,NA,7,7,NA,10,6,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,3,3,1,3,3,3,3,2,2,2,3,0,0,2,NA,2,NA,NA,NA,NA,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,3,2,2,4,2,1,1,3,4,2,1,1,3,1,1,3,1,2,2,2,2,2,2,1,3,1,2,3,1,2,4,4,4,4,4,4,0,3,2,18,125.654974,0.784074,0.132713,1.23913,1,1.090909,23.464441,1,3.961538,69,1,641.55764,658.48669,624.71785,631.42589,676.83172,608.02773,630.59843,640.80531,622.76161,616.79754,662.37113,713.3638,687.83939,668.97201,722.93304,648.92721,679.59373,644.06631,603.90435,631.60339,733.36727,711.19404,686.94034,733.82013,625.64054,651.92619,651.93796,671.07699,651.27472,571.94229,682.95302,641.61469,632.9541,662.32969,560.73814,4,4,3,4,4,11.62325,1,10.69789,1,11.24022,2,11.07036,1,8.8741,2,2,1,1,4
"1263",840,1,108,10801,1080101,12,2,1,1,2,1,1,3,1,2,1,2,2,1,2,2,NA,NA,5,8,10,NA,6,1,1,1,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,2,3,392,160,2,NA,2,NA,NA,NA,NA,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,3,3,2,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,0,3,2,17.92,221.157534,1.38,0.233581,1.4,1,1.125,31.203884,1,4.5,71,1,625.29221,615.52152,642.22219,641.382,638.54088,632.65229,581.42129,666.06257,621.92172,597.33765,684.3125,673.4273,698.63314,613.21481,618.54062,581.05211,620.99736,616.95911,623.63792,591.29286,648.30038,629.37574,606.96185,648.9219,592.59192,578.28483,642.35815,640.40363,610.49853,531.72012,606.75519,628.40868,607.37631,618.09995,566.90366,4,3,4,4,4,8.98566,2,9.9868,2,11.53811,2,15.09728,1,12.45741,1,1,1,1,4
"1264",840,2,108,10801,1080102,12,1,1,1,1,3,2,2,1,2,1,1,1,1,2,2,NA,NA,6,9,NA,8,5,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,3,3,3,3,3,1,2,2,1,NA,45,150,2,NA,2,NA,NA,NA,NA,2,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,3,4,3,3,2,1,3,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,17.83,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,331.11485,359.42448,329.37459,397.64122,406.7321,458.06214,408.04565,506.9075,417.85485,418.38939,410.24308,391.224,489.72836,398.51939,408.17046,343.46949,324.42596,353.54267,320.16367,365.83836,330.35097,337.60131,351.45844,354.53493,373.74914,395.71897,384.25068,363.406,403.02988,415.25088,364.82434,338.07709,355.48747,341.79354,364.38278,1,1,1,1,1,7.93623,2,10.20742,2,9.22759,2,9.89879,2,9.83727,2,1,1,5,4
"1265",840,3,108,10801,1080103,12,2,1,1,2,1,4,3,1,2,1,1,1,1,1,2,NA,NA,6,6,10,NA,4,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,NA,300,300,2,NA,2,NA,NA,NA,NA,3,1,3,1,3,3,3,3,4,1,3,3,3,3,3,1,1,1,2,1,1,1,1,1,3,1,1,4,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,3,3,4,4,1,4,3,1,4,1,4,4,4,4,4,4,4,0,3,2,17.92,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,534.70406,549.02832,561.18424,470.16463,495.7338,462.66306,511.42719,488.11219,485.37525,442.98301,531.34645,555.27672,536.57604,531.72178,492.77814,430.92584,474.74078,488.95306,508.43516,442.14341,630.33848,527.50612,488.94952,521.16628,590.72241,511.64746,482.7895,475.55941,469.74194,523.47754,525.51889,476.36733,522.63183,531.43936,557.14234,2,2,3,1,2,11.62325,1,7.60644,3,14.72417,1,15.09728,1,6.81902,3,2,1,1,4
"1266",840,4,108,10801,1080104,12,1,1,1,1,2,2,4,1,2,1,1,2,1,1,2,NA,NA,6,2,10,6,4,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,2,2,1,3,3,3,NA,2,2,1,NA,300,300,2,NA,2,NA,NA,NA,NA,3,2,3,3,3,2,3,2,3,2,2,3,3,2,4,1,2,2,2,2,1,1,1,1,2,2,2,1,3,3,3,4,2,3,2,1,3,2,1,3,1,2,1,2,1,2,2,2,1,2,2,2,4,4,4,4,4,4,4,4,0,3,2,17.58,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,331.20844,294.16999,285.58116,352.6851,254.13019,273.03349,332.18001,347.97373,313.04056,349.25675,293.28398,363.88542,371.4063,302.60095,357.95879,229.05442,270.89644,277.93609,219.92855,309.87978,285.97888,299.62876,307.69025,290.87708,294.62939,287.93258,317.60296,353.07834,324.11783,335.63432,294.4775,340.79737,362.38155,327.06838,316.20876,1,1,1,1,1,10.07874,2,7.75182,3,8.65702,3,10.63156,2,9.49135,2,2,1,1,4
"1267",840,6,108,10801,1080106,12,2,1,1,2,3,3,3,2,2,1,1,2,2,1,2,NA,NA,2,1,9,NA,5,2,2,2,2,1,2,2,2,1,2,2,2,2,3,1,3,3,2,3,3,3,1,2,2,1,NA,275,50,1,450,2,NA,NA,NA,NA,2,2,3,2,3,2,2,2,2,1,3,2,1,2,2,1,1,1,1,2,1,1,1,2,2,3,2,3,3,2,2,1,4,4,1,1,3,2,1,4,1,1,1,2,1,1,1,2,1,1,2,2,1,4,3,4,3,4,4,4,0,3,2,17.75,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,339.60746,445.44788,370.77178,400.91963,416.59724,461.10047,391.8522,368.20016,389.5782,442.45633,445.24685,415.27722,387.64224,372.99056,514.1955,388.35858,369.20863,359.47837,387.19829,462.86358,454.38632,383.79771,387.94251,385.26671,380.93079,445.17215,384.21393,407.44921,391.65743,440.80617,399.04334,323.94704,367.5459,325.96175,323.36582,1,1,1,1,1,8.46945,2,8.84974,2,9.82005,2,12.24486,1,10.62626,1,1,4,1,4
"1268",840,1,108,10801,1080107,12,1,1,1,1,2,1,4,1,1,1,2,1,1,1,1,NA,NA,3,3,10,NA,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,2,2,1,NA,0,0,2,NA,2,NA,NA,NA,NA,4,3,4,4,3,4,3,4,4,4,3,4,4,2,4,1,1,1,2,2,2,2,2,1,2,2,1,3,3,3,3,4,3,4,2,1,3,1,1,3,1,2,1,2,2,1,2,3,1,2,1,3,3,4,3,4,4,4,4,4,0,3,2,18.25,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,303.88391,378.04918,269.23488,347.9201,249.80421,213.40643,261.20472,386.21798,382.75711,292.45784,248.03575,306.66123,441.52239,449.32401,356.38342,223.4842,295.47653,382.15226,373.23199,303.22834,401.58958,393.49215,312.25301,366.53883,380.19739,372.77558,340.71949,307.59487,355.52661,327.28937,399.02909,366.58288,323.78768,390.17105,332.31171,1,1,1,1,1,8.46945,2,5.50518,3,9.03665,3,11.07036,1,9.17103,2,2,3,1,4
"1269",840,2,108,10801,1080108,12,1,1,1,1,2,3,2,1,2,1,1,1,1,2,2,NA,NA,2,9,10,8,4,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,2,3,3,3,3,1,2,2,1,NA,300,100,1,600,2,NA,NA,NA,NA,2,2,3,2,3,2,4,2,2,2,1,3,3,2,3,1,1,2,1,1,2,2,2,1,3,2,2,3,2,1,1,2,4,3,1,1,4,1,1,4,2,2,2,3,3,3,3,3,NA,2,2,3,4,3,2,4,4,4,3,4,0,3,2,17.5,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,406.78577,391.30251,362.09426,406.83568,422.25796,390.15096,377.91518,338.09014,406.19853,451.51496,397.37598,373.49496,358.3894,382.4721,439.43212,311.46502,374.34834,278.46255,390.06439,440.25885,440.48376,298.17137,329.98947,413.8844,392.6168,408.19442,335.7725,377.63906,407.99326,426.04564,399.62986,295.56143,346.92278,376.81886,394.27702,1,1,1,1,1,8.46945,2,8.20155,2,10.96623,2,11.58834,1,7.20821,3,1,4,1,4
"1270",840,3,108,10801,1080109,12,2,1,1,2,2,3,4,1,2,1,2,1,1,1,2,NA,NA,5,2,10,NA,6,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,NA,300,100,1,480,2,NA,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,4,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,0,3,2,18.08,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,437.11983,371.91928,382.62719,408.67181,411.21956,308.55731,387.39649,400.79972,370.69791,434.77777,356.05204,382.61805,360.33077,387.56185,422.34249,350.25845,388.72229,375.65664,388.45185,403.87913,392.19065,375.99813,446.19654,425.02455,349.27407,366.09256,368.31328,446.00214,374.38138,374.70449,371.11234,385.99238,432.08889,401.74925,414.3506,1,1,1,1,1,10.07874,2,9.20196,2,10.02874,2,9.28212,2,8.8741,2,2,2,1,4
"1271",840,4,108,10801,1080110,12,1,1,1,1,1,3,3,1,2,1,2,1,1,1,2,NA,NA,6,7,NA,10,4,2,2,2,2,2,2,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,0,0,2,NA,2,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,4,4,1,4,4,4,4,1,4,1,1,1,2,1,4,1,4,1,3,1,3,2,2,2,3,1,1,4,4,4,4,4,4,4,4,0,3,2,18.17,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,373.76304,242.52423,271.26332,349.32151,267.15915,321.46144,279.66277,290.56711,288.04564,311.57681,326.18971,223.77087,274.81182,280.17985,306.73339,296.95484,306.46181,317.42796,346.16812,319.68082,313.40659,295.36808,317.56262,271.62151,300.19832,344.661,341.97777,337.27494,319.77065,312.22982,320.55955,305.11287,306.25715,293.03609,291.67384,1,1,1,1,1,10.73945,2,2.2592,3,6.42755,3,9.89879,2,8.8741,2,2,1,1,4
"1272",840,5,108,10801,1080111,12,1,1,1,1,2,3,3,1,2,1,1,2,1,2,2,NA,NA,2,1,6,8,5,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,3,3,NA,2,3,3,NA,2,2,1,NA,300,100,1,240,2,NA,NA,NA,NA,3,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,2,1,2,2,1,1,2,1,2,3,2,3,2,2,3,2,3,3,1,1,2,1,2,4,1,2,1,2,2,1,1,2,2,1,2,2,4,4,4,4,4,4,4,4,0,3,2,18.33,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,402.71725,391.87366,387.68567,399.3929,436.74385,383.56395,451.82336,423.89648,408.67388,398.14964,397.27533,490.29932,427.12538,449.84849,407.35202,322.52571,419.01261,355.28944,377.67016,388.07239,258.86568,339.62576,436.94487,444.43399,326.16424,349.74357,413.3855,444.18389,523.52605,396.9713,343.3949,359.56768,413.02418,478.83202,347.29036,1,1,1,1,1,6.72756,2,7.89911,3,9.61793,2,11.07036,1,9.83727,2,1,4,4,4
"1273",840,6,108,10801,1080112,12,1,1,1,1,2,2,3,2,1,2,2,1,2,2,2,NA,NA,9,9,NA,NA,5,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,3,1,1,2,3,2,2,2,1,NA,300,110,2,NA,2,NA,NA,NA,NA,4,2,4,4,4,3,2,4,4,4,4,4,3,2,4,2,2,2,1,2,2,2,4,4,4,4,4,1,4,4,4,4,4,4,2,1,3,2,1,1,1,2,1,2,1,1,3,2,1,1,2,2,3,4,3,4,4,3,3,4,0,3,2,17.67,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,244.1984,189.91329,204.56949,247.45994,136.32465,267.54493,278.65897,281.34048,155.02887,306.88824,257.14832,260.35512,249.24493,135.63043,244.00461,248.87148,193.65161,238.15382,55.25337,220.37349,306.60614,176.1199,372.67731,256.22817,246.8607,286.75447,203.12151,330.58607,233.59614,210.82635,264.59459,119.48717,295.29082,202.76673,184.22672,1,1,1,1,1,4.98875,3,5.91528,3,6.42755,3,9.89879,2,9.83727,2,0,6,NA,4
"1274",840,2,108,10801,1080114,12,1,1,1,1,2,3,4,2,2,1,1,1,1,1,2,NA,NA,1,2,6,8,6,2,2,2,2,2,1,1,2,2,2,1,2,1,1,3,1,3,3,3,3,3,1,2,2,2,4,250,0,2,NA,2,NA,NA,NA,NA,4,4,4,2,2,2,4,4,4,4,4,4,3,3,4,1,1,1,1,1,2,2,4,2,1,4,4,1,4,2,4,4,1,4,4,2,3,1,2,1,1,4,2,2,2,3,2,3,3,2,3,2,4,4,3,4,4,4,4,4,0,3,2,18,190.44121,1.188333,0.201139,1.4,1,1.125,31.203884,1,3.875,71,1,350.42389,377.25485,361.86548,402.68947,425.34648,405.79452,413.53143,393.33845,313.44188,310.05641,408.19284,415.95085,368.1294,393.16798,318.66677,389.86746,405.39603,342.44085,271.20919,290.12927,263.93485,289.36118,350.46546,363.05001,330.11859,273.0049,325.32854,301.9,366.94617,327.92298,309.03178,383.09173,353.25663,394.82036,363.11223,1,1,1,1,1,7.36772,2,5.91528,3,5.74558,3,8.22472,2,7.87272,2,2,4,4,4
